Company,Car_type,Horsepower(hp),Acceleration 0 to 100 km/h (seconds),Average_energy_consumption_1 (kWh/100km),Average_energy_consumption_2_3 (L/100km),Energy_type,GHG_per_10000km,Energy_price,Score_perf,Score_balanced,Score_env,Score_daily
Toyota,Prius 2.0 Hybrid E-four Specs,199,7.0,,3.7,2,854.7,2.6,6.734809625476617,0.37797745715683284,0.015739251667416222,0.33129543743542195
Toyota,Toyota bZ4X 4x4 X-Mode Specs,218,6.9,18.1,,1,738.48,0.3,9.228687134170917,0.7874173201086538,0.02209898049197075,1.911744558534358
Toyota,Toyota Aygo X 1.0 VVT-i Specs,72,15.6,,4.7,3,1085.7,2.6,1.535670352418908,0.1700114625610345,0.009254380638546146,0.2696939025205485
Toyota,Toyota Land Cruiser J25 2.8 D-4D Auto Specs,204,12.7,,7.4,3,1709.4,2.6,3.9799668285554257,0.24433487732639603,0.008643255769795468,0.29195747319684795
Toyota,Toyota Yaris 1.0 VVT-i Specs,72,14.6,,5.6,3,1293.6,2.6,1.5911326114891002,0.1656379511184846,0.008295423994110653,0.2667714104762065
Toyota,Toyota Yaris 1.5 Hybrid Specs,116,9.7,,3.8,2,877.8000000000001,2.6,3.3597898327750526,0.26519407980088977,0.0129916111305956,0.3030054147447691
Toyota,Toyota Yaris 1.5 VVT-i Specs,121,9.0,,5.2,3,1201.2,2.6,3.5758181263453146,0.2529534126239364,0.010677768746677831,0.297107814934059
Toyota,Toyota Yaris GR Specs,261,5.5,,8.2,3,1894.2,2.6,9.370922286092446,0.36541920889816293,0.009989877118574785,0.3220375546171051
Toyota,Toyota Yaris 1.0 VVT-i 3-doors Specs,69,14.6,,5.6,3,1293.6,2.6,1.5378700972302435,0.16284202243869667,0.008225113647423954,0.2656384542585349
Toyota,Toyota Yaris 1.5 Hybrid Dynamic Specs,100,9.7,,3.8,2,877.8000000000001,2.6,2.9836351859692822,0.2499082704894542,0.012611635629631244,0.29854141749443885
Toyota,Toyota Yaris 1.5 VVT-i 3-doors Specs,111,9.0,,5.2,3,1201.2,2.6,3.33737884207432,0.244374331266765,0.010495135079134429,0.29455597464775307
Toyota,Toyota Yaris GRMN 1.8 Dual VVT-iE 212HP Specs,212,6.3,,7.5,3,1732.5,2.6,7.181771613205871,0.3271177777531939,0.009927284247651323,0.31394496943771333
Toyota,Toyota Auris 1.33 Dual VVT-i Specs,99,12.6,,5.6,3,1293.6,2.6,2.3095873070416815,0.1995601645319124,0.009105327902004206,0.2794909731780003
Toyota,Toyota Auris 130 Active Specs,132,10.0,,5.9,3,1362.9,2.6,3.4794885445480026,0.24176775103600504,0.009738513202557812,0.29284129289076055
Toyota,Toyota Auris Hybrid Active Specs,136,10.9,,3.8,2,877.8000000000001,2.6,3.475786050336073,0.2697331267911995,0.013102321257012564,0.3042937308704843
Toyota,Toyota Auris 120D Active Specs,124,10.0,,4.5,3,1039.5,2.6,3.4006157659492566,0.2557580556117604,0.011625452249423716,0.2990067832210795
Toyota,Toyota Auris 90D Active Specs,90,12.5,,4.1,3,947.1,2.6,2.2219233793711926,0.21160320589737125,0.011129920926460235,0.28583472442100916
Mercedes-Benz Group AG,Mercedes Benz Class A 250e 8G-DCT Specs,218,6.6,,1.5,2,346.5,2.6,8.311174250823957,0.5262135744414658,0.030513562111946963,0.36808002820437025
Mercedes-Benz Group AG,Mercedes Benz Class A 180 7G-DCT Specs,150,9.2,,5.0,3,1155.0,2.6,4.188776729191401,0.2764743037379092,0.011406593443203283,0.3040839278229971
Mercedes-Benz Group AG,Mercedes Benz Class A 200 4MATIC 8G-DCT Specs,204,6.9,,6.6,3,1524.6,2.6,6.5586119352785595,0.3227554999577364,0.010579124782527358,0.31389459512201673
Mercedes-Benz Group AG,Mercedes Benz Class A 200 7G-DCT Specs,177,8.0,,5.0,3,1155.0,2.6,5.347503657383437,0.31238251139384055,0.01212472597525345,0.3135100383307117
Mercedes-Benz Group AG,Mercedes Benz Class A 250 4MATIC 7G-DCT Specs,238,6.2,,6.6,3,1524.6,2.6,8.08230597561792,0.35829052880324563,0.011146296152800076,0.3221990509367911
Mercedes-Benz Group AG,Mercedes Benz Class A 35 AMG 4MATIC 8G-DCT Specs,320,4.7,,7.3,3,1686.3,2.6,12.654671547467684,0.4371680271591447,0.0116481968454938,0.337779314243312
Mercedes-Benz Group AG,Mercedes Benz Class A 45 S AMG 4MATIC+ 8G-DCT Specs,421,3.9,,8.3,3,1917.3000000000002,2.6,18.0637389769945,0.5058106501658337,0.011675167295854882,0.34919986189735824
Mercedes-Benz Group AG,Mercedes Benz Class A 180 d 8G-DCT Specs,116,10.6,,4.2,3,970.2,2.6,3.098405374763243,0.2483764777993656,0.011899540755634186,0.29733799391108645
Mercedes-Benz Group AG,Mercedes Benz Class A 200 d 8G-DCT Specs,150,8.1,,4.2,3,970.2,2.6,4.7195602026448835,0.3065434992129887,0.013219682478868351,0.31339770990021565
Mercedes-Benz Group AG,Mercedes Benz Class A 220 d 8G-DCT Specs,190,7.0,,4.4,3,1016.4000000000001,2.6,6.3785306732634295,0.3522498550503465,0.013813016097270705,0.3241010306327038
Mercedes-Benz Group AG,Mercedes Benz Class B 250e 8G-DCT Specs,218,7.6,,0.9,2,207.9,2.6,7.813246702445784,0.5797073534644737,0.042416331339278024,0.38194441403588686
Mercedes-Benz Group AG,Mercedes Benz Class B 180 7G-DCT Specs,150,9.0,,5.5,3,1270.5,2.6,4.222641367145981,0.2710535468868794,0.010717417437084181,0.30186219773863643
Mercedes-Benz Group AG,Mercedes Benz Class B 200 4MATIC 8G-DCT Specs,204,8.2,,6.6,3,1524.6,2.6,5.71268300275861,0.30122273468443755,0.010220138644752337,0.3085228692173707
Mercedes-Benz Group AG,Mercedes Benz Class B 200 7G-DCT Specs,177,8.2,,5.5,3,1270.5,2.6,5.193172270256472,0.3005933443833961,0.011286317915985845,0.30977031407272554
Mercedes-Benz Group AG,Mercedes Benz Class B 250 4MATIC 7G-DCT Specs,238,6.4,,6.6,3,1524.6,2.6,7.879608864763437,0.3537691956935817,0.011075744304009623,0.3211777330238522
Mercedes-Benz Group AG,Mercedes Benz Class B 180 d 8G-DCT Specs,116,10.7,,4.2,3,970.2,2.6,3.075217995609839,0.24744535124705763,0.011877215005899283,0.29705893229150065
Mercedes-Benz Group AG,Mercedes Benz Class B 200 d 8G-DCT Specs,150,8.3,,4.1,3,947.1,2.6,4.639526021626957,0.30576974516367345,0.013379140451930113,0.31338849922845097
Mercedes-Benz Group AG,Mercedes Benz Class B 220 d 8G-DCT Specs,190,7.2,,4.4,3,1016.4000000000001,2.6,6.236387367830224,0.3483028599460702,0.01373540997042631,0.32318929443020994
Ford Motor Company,Ford Bronco Sport 1.5L EcoBoost Specs,184,9.2,,9.3,3,2148.3,2.6,4.635719705690586,0.24905284968921726,0.00769559518834922,0.29168549189524295
Ford Motor Company,Ford Capri Extended Range 77 kWh Specs,286,6.4,13.3,,1,542.64,0.3,12.559881485556424,0.9921663784868662,0.029387782944003776,2.04112885242715
Ford Motor Company,Ford Capri Extended Range 79 kWh AWD Specs,340,5.3,15.0,,1,611.9999999999999,0.3,16.572009373256943,1.1059090598638126,0.029040392946090964,2.090971718304338
Ford Motor Company,Ford Fiesta 1.0 EcoBoost 125HP Hybrid Specs,125,8.9,,5.0,3,1155.0,2.6,3.7175812739918603,0.2604602198995071,0.011071316786204608,0.29958159166691034
Ford Motor Company,Ford Kuga 2.5 PHEV CVT Specs,243,9.2,,0.9,2,207.9,2.6,7.314286595285293,0.560891717932141,0.04172229715806072,0.3788067571289193
Ford Motor Company,Ranger Double Cab 2.0 EcoBlue e-4WD Auto Specs,205,10.5,,8.8,3,2032.8000000000002,2.6,4.572406669797295,0.2507872335774886,0.007960664501581588,0.2925959514303819
Audi,A3 allstreet 40 TFSIe S tronic,204,7.4,15.0,0.3,2,69.3,2.6,8.447887074826884,0.7933181753147696,0.09079649639177412,0.4246076778712568
Audi,A3 allstreet 35 TFSI S tronic,150,8.4,,5.4,3,1247.4,2.6,4.470454403333845,0.2801760852899441,0.011006799159559244,0.3045102704179361
Audi,A3 allstreet 35 TDI S tronic,150,8.3,,5.0,3,1155.0,2.6,4.548361765710817,0.28809695428459214,0.011643885055489644,0.30723057938671267
Audi,A3 limousine 30 TFSI,116,9.7,,5.2,3,1201.2,2.6,3.256043038820707,0.24137812006510434,0.010430597565477614,0.2936489246381806
Audi,A3 limousine 35 TFSI,150,8.4,,5.2,3,1201.2,2.6,4.487357922028725,0.2833662923352246,0.011301454303391002,0.3056616735157854
Audi,A3 limousine RS3,400,3.8,,9.1,3,2102.1,2.6,17.54116540419481,0.4871049487654642,0.010891823212421952,0.34513072509935366
Audi,A4 35 TFSI S tronic,150,8.9,,6.3,3,1455.3,2.6,4.2030873349135565,0.2613982873262114,0.009767336388521668,0.29812348811103456
Audi,A4 40 TFSI S tronic,204,6.2,,6.2,3,1432.2,2.6,7.189407172570915,0.34324347171181063,0.011291399988937986,0.31926021551522293
Audi,A4 40 TFSI quattro S tronic,204,6.7,,6.4,3,1478.4,2.6,6.735467758652216,0.3296040620652933,0.010873249922387607,0.3157894833386603
Audi,A4 45 TFSI quattro S tronic,265,5.5,,7.1,3,1640.1,2.6,9.623259118779375,0.3838841408794167,0.01108332509395154,0.32720701594652457
Audi,A4 30 TDI S tronic,136,9.5,,4.6,3,1062.6,2.6,3.8064306920125395,0.2691058713922132,0.011781670096766372,0.3026675566103598
Audi,A4 40 TDI S tronic,204,7.4,,5.0,3,1155.0,2.6,6.376218997816563,0.3411086867733882,0.012669951889618513,0.3204815024491748
Audi,A5 Limousine 2.0 TFSI 150HP S tronic Specs,150,9.8,,6.6,3,1524.6,2.6,3.8732829165032117,0.24803175962646293,0.009273988671872945,0.2938950344315363
Audi,A5 Limousine 2.0 TFSI 204HP S tronic Specs,204,7.8,,6.6,3,1524.6,2.6,5.945871586129311,0.3073091185039629,0.01032287425978943,0.310069669645171
Audi,A5 Limousine S5 3.0 V6 TFSI MHEV S tronic Specs,367,4.5,,7.4,3,1709.4,2.6,14.600950735247249,0.46798971199794714,0.01196197211182984,0.34346485671642385
Audi,A5 Limousine 2.0 TDI MHEV S tronic Specs,204,7.7,,4.7,3,1085.7,2.6,6.215030084392265,0.3420194633065662,0.013126038301176706,0.32119167635832957
BMW,G26 i4 i4 eDrive35 Specs,286,6.0,15.6,,1,636.48,0.3,13.016110431111569,0.970541495204527,0.026624502296539825,2.021836340797774
BMW,G26 i4 i4 eDrive40 Specs,340,5.7,15.9,,1,648.7199999999999,0.3,15.544093318833132,1.055572486743866,0.027476953933042877,2.063752791062559
BMW,G60 i5 Sedan eDrive40 Specs,340,6.0,15.9,,1,648.7199999999999,0.3,14.919156824488258,1.034135635959525,0.02719651814262568,2.0531942254474322
BMW,1 Series 120 Steptronic DKG Specs,170,7.8,,5.3,3,1224.3,2.6,5.252878253161559,0.3051289174575008,0.011605184099327703,0.31122033692580553
BMW,1 Series 123 xDrive Steptronic DKG Specs,218,6.3,,5.9,3,1362.9,2.6,7.522271795975216,0.35548000352999903,0.01180867200645237,0.3224679204308639
BMW,1 Series 118d Steptronic DKG,150,8.3,,4.6,3,1062.6,2.6,4.586445290549823,0.2953944414777248,0.012343730477448406,0.30980302722707204
BMW,220i Steptronic DKG Gran Coupe Specs,170,7.9,,5.2,3,1201.2,2.6,5.209530642775807,0.30531780437294054,0.011731034303779883,0.31141675305662525
BMW,218d Steptronic DKG Gran Coupe Specs,150,8.4,,4.6,3,1062.6,2.6,4.542712609442474,0.29398274541966357,0.012314199683324792,0.3094322232882405
BMW,320d Mild Hybrid Steptronic,190,6.9,,5.0,3,1155.0,2.6,6.370420128497959,0.3409535403897836,0.012667070226298883,0.32044505510052834
BMW,320e Plug-in Hybrid Steptronic,204,7.6,16.2,1.5,2,346.5,2.6,7.040209800095294,0.48431024261574945,0.029273436793770688,0.3605227334961395
BMW,320i Steptronic,170,8.1,,7.7,3,1778.7000000000003,2.6,4.90979677955205,0.26869695515903924,0.008867956460290469,0.29868089317153756
BMW,330i Steptronic,245,5.9,,7.0,3,1617.0000000000002,2.6,8.556239280662842,0.36326254287710413,0.010865969103362865,0.32283582845299413
BMW,330e Plug-in Hybrid Steptronic,292,5.9,22.3,1.0,2,231.0,2.6,11.960962782964272,0.6986131201716148,0.043942063489700874,0.39912892980757814
BMW,420d Mild Hybrid xDrive Steptronic,190,7.6,,5.7,3,1316.7000000000003,2.6,5.8197722394099625,0.31538275921967,0.011335740151376242,0.31323237176794905
BMW,420i Steptronic,184,7.9,,7.0,3,1617.0000000000002,2.6,5.387462355613618,0.2882513051142119,0.009679296590743122,0.3046978521237696
BMW,430d Mild Hybrid xDrive Steptronic,286,5.3,,6.0,3,1386.0,2.6,10.715155377264468,0.4224886944131079,0.012755175447673989,0.33655342527345083
BMW,430i xDrive Steptronic,245,6.1,,7.5,3,1732.5,2.6,8.273787078332948,0.35110783619231617,0.010284866167336273,0.3195491173063488
BMW,430i Mild Hybrid xDrive Steptronic,255,5.9,,7.8,3,1801.8000000000002,2.6,8.739418606618184,0.3573314884063597,0.010154199485934682,0.32064131446851746
BMW,520d Mild Hybrid Steptronic,197,7.3,,5.4,3,1247.4,2.6,6.22037810541193,0.3304940309555423,0.01195438726004324,0.31734750210255863
BMW,520i Mild Hybrid Steptronic,208,7.5,,6.0,3,1386.0,2.6,6.291120437702703,0.3237276951052577,0.011165259423956995,0.31488009353109364
BMW,530e Plug-in Hybrid Steptronic,299,6.3,20.8,0.7,2,161.7,2.6,11.986604454807866,0.7645875908215815,0.055933472076412506,0.41189202522329144
